first_name,last_name,full_name,phone_number,email_address,SN,region,unique_id,date_hired,address,gender,age,branch,branch_status,branch_head,dept,dept_status,dept_head,associate_training,senior_training,managerial_training,att_ytd,_06_Jan_23,comment06012023,input_location_06_Jan_23,_13_Jan_23,comment13012023,input_location_13_Jan_23,_20_Jan_23,comment20012023,input_location_20_Jan_23,_27_Jan_23,comment27012023,input_location_27_Jan_23,_03_Feb_23,comment03022023,input_location_03_Feb_23,_10_Feb_23,comment10022023,input_location_10_Feb_23,_17_Feb_23,comment17022023,input_location_17_Feb_23,_24_Feb_23,comment24022023,input_location_24_Feb_23,_03_Mar_23,comment03032023,input_location_03_Mar_23,_10_Mar_23,comment10032023,input_location_10_Mar_23,_17_Mar_23,comment17032023,input_location_17_Mar_23,_24_Mar_23,comment24032023,input_location_24_Mar_23,_31_Mar_23,comment31032023,input_location_31_Mar_23,_07_Apr_23,comment07042023,input_location_07_Apr_23,_14_Apr_23,comment14042023,input_location_14_Apr_23,_21_Apr_23,comment21042023,input_location_21_Apr_23,_28_Apr_23,comment28042023,input_location_28_Apr_23,_05_May_23,comment05052023,input_location_05_May_23,_12_May_23,comment12052023,input_location_12_May_23,_19_May_23,comment19052023,input_location_19_May_23,_26_May_23,comment26052023,input_location_26_May_23,_02_Jun_23,comment02062023,input_location_02_Jun_23,_09_Jun_23,comment09062023,input_location_09_Jun_23,_16_Jun_23,comment16062023,input_location_16_Jun_23,_23_Jun_23,comment23062023,input_location_23_Jun_23,_30_Jun_23,comment30062023,input_location_30_Jun_23,_07_Jul_23,comment07072023,input_location_07_Jul_23,_14_Jul_23,comment14072023,input_location_14_Jul_23,_21_Jul_23,comment21072023,input_location_21_Jul_23,_28_Jul_23,comment28072023,input_location_28_Jul_23,_04_Aug_23,comment04082023,input_location_04_Aug_23,_11_Aug_23,comment11082023,input_location_11_Aug_23,_18_Aug_23,comment18082023,input_location_18_Aug_23,_25_Aug_23,comment25082023,input_location_25_Aug_23,_01_Sep_23,comment01092023,input_location_01_Sep_23,_08_Sep_23,comment08092023,input_location_08_Sep_23,_15_Sep_23,comment15092023,input_location_15_Sep_23,_22_Sep_23,comment22092023,input_location_22_Sep_23,_29_Sep_23,comment29092023,input_location_29_Sep_23,_06_Oct_23,comment06102023,input_location_06_Oct_23,_13_Oct_23,comment13102023,input_location_13_Oct_23,_20_Oct_23,comment20102023,input_location_20_Oct_23,_27_Oct_23,comment27102023,input_location_27_Oct_23,_03_Nov_23,comment03112023,input_location_03_Nov_23,_10_Nov_23,comment10112023,input_location_10_Nov_23,_17_Nov_23,comment17112023,input_location_17_Nov_23,_24_Nov_23,comment24112023,input_location_24_Nov_23,_01_Dec_23,comment01122023,input_location_01_Dec_23,_08_Dec_23,comment08122023,input_location_08_Dec_23,_15_Dec_23,comment15122023,input_location_15_Dec_23,_22_Dec_23,comment22122023,input_location_22_Dec_23,_29_Dec_23,comment29122023,input_location_29_Dec_23
William,Parker,William Parker,1800603756,williamparker@buymart.org,742,USA,BM-742-US,2023-01-07 00:00:00+00:00,3411 David Fall,M,31,Florida,Branch Worker,Anna Ellis,Merchandising,Staff,Brent Lozano,,,,66.67,Completed,,Merchandising USA,Completed,,Merchandising USA,Incomplete,,HR USA,Completed,,HR USA,Completed,,Merchandising USA,Incomplete,,Florida USA,Completed,,HR USA,Incomplete,,Merchandising USA,Completed,,Merchandising USA,Incomplete,,Florida USA,Completed,,Merchandising USA,Incomplete,,HR USA,Incomplete,,Florida USA,Completed,,HR USA,Completed,,Florida USA,Completed,,Merchandising USA,Completed,,HR USA,Completed,,Merchandising USA,Completed,,HR USA,Incomplete,,HR USA,Completed,,HR USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William,Pineda,William Pineda,1800981747,williampineda@buymart.org,743,USA,BM-743-US,2023-01-07 00:00:00+00:00,4784 Kristi Spring,M,44,California,Branch Worker,Alicia Jenkins,DataAnalyst,Staff,Allison Arnold,done,,,44.44,Completed,,California USA,Completed,,DataAnalyst USA,Incomplete,,California USA,Incomplete,,HR USA,Completed,,California USA,Completed,,DataAnalyst USA,Incomplete,,HR USA,Incomplete,,HR USA,Incomplete,,DataAnalyst USA,Incomplete,,DataAnalyst USA,Completed,,HR USA,Completed,,California USA,Incomplete,,California USA,Incomplete,,California USA,Completed,,California USA,Incomplete,,HR USA,Completed,,HR USA,Completed,,DataAnalyst USA,Incomplete,,HR USA,Completed,,California USA,Incomplete,,California USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William,Ponce,William Ponce,1800621747,williamponce@buymart.org,744,USA,BM-744-US,2023-01-07 00:00:00+00:00,43300 William Viaduct Suite 573,M,49,California,Branch Worker,Alicia Jenkins,UserExperience,Staff,Abigail Johnson,,,,50.0,Completed,,HR USA,Incomplete,,UserExperience USA,Incomplete,,California USA,Completed,,HR USA,Incomplete,,UserExperience USA,Completed,,UserExperience USA,Completed,,HR USA,Completed,,California USA,Completed,,California USA,Completed,,California USA,Incomplete,,HR USA,Completed,,California USA,Incomplete,,UserExperience USA,Incomplete,,California USA,Incomplete,,UserExperience USA,Completed,,HR USA,Incomplete,,UserExperience USA,Incomplete,,UserExperience USA,Completed,,HR USA,Completed,,California USA,Incomplete,,California USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William,Roberts,William Roberts,1800974080,williamroberts@buymart.org,745,USA,BM-745-US,2023-01-07 00:00:00+00:00,4704 Lori Parkway,M,32,NewYork,Branch Worker,Amanda Rodgers,CustomerService,Staff,Amanda Rogers,done,,,33.33,Completed,,HR USA,Incomplete,,HR USA,Completed,,NewYork USA,Completed,,NewYork USA,Incomplete,,HR USA,Incomplete,,HR USA,Incomplete,,HR USA,Incomplete,,NewYork USA,Completed,,HR USA,Completed,,CustomerService USA,Incomplete,,HR USA,Incomplete,,CustomerService USA,Incomplete,,CustomerService USA,Incomplete,,HR USA,Completed,,CustomerService USA,Completed,,NewYork USA,Incomplete,,CustomerService USA,Incomplete,,HR USA,Incomplete,,HR USA,Incomplete,,CustomerService USA,Incomplete,,HR USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William,Smith,William Smith,1800878750,williamsmith@buymart.org,746,USA,BM-746-US,2023-01-07 00:00:00+00:00,6386 James Island,M,50,NorthCarolina,Branch Worker,Daniel Davis,Merchandising,Staff,Brent Lozano,,,,22.22,Incomplete,,HR USA,Incomplete,,NorthCarolina USA,Completed,,Merchandising USA,Incomplete,,NorthCarolina USA,Incomplete,,NorthCarolina USA,Incomplete,,NorthCarolina USA,Incomplete,,HR USA,Incomplete,,NorthCarolina USA,Completed,,HR USA,Incomplete,,NorthCarolina USA,Incomplete,,Merchandising USA,Completed,,NorthCarolina USA,Completed,,Merchandising USA,Incomplete,,HR USA,Incomplete,,HR USA,Incomplete,,HR USA,Incomplete,,HR USA,Incomplete,,NorthCarolina USA,Incomplete,,HR USA,Completed,,NorthCarolina USA,Incomplete,,HR USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William,Taylor,William Taylor,1800429265,williamtaylor@buymart.org,747,USA,BM-747-US,2023-01-07 00:00:00+00:00,048 Davis Prairie,M,24,Missouri,Branch Worker,Hannah Kennedy,Product,Staff,Andrew Johns,,,,50.0,Completed,,Product USA,Incomplete,,Missouri USA,Incomplete,,Missouri USA,Completed,,Product USA,Completed,,HR USA,Completed,,HR USA,Completed,,Product USA,Incomplete,,Missouri USA,Incomplete,,Missouri USA,Incomplete,,Product USA,Incomplete,,Missouri USA,Completed,,Missouri USA,Incomplete,,Product USA,Completed,,HR USA,Incomplete,,Product USA,Completed,,Missouri USA,Completed,,Missouri USA,Incomplete,,Missouri USA,Completed,,Product USA,Completed,,Missouri USA,Completed,,HR USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William,West,William West,1800311411,williamwest@buymart.org,748,USA,BM-748-US,2023-01-07 00:00:00+00:00,2980 Meyers Plain,M,39,NewHampshire,Branch Worker,Russell Hernandez,Marketing,Staff,Anthony Soto,,,,16.67,Completed,,Marketing USA,Incomplete,,NewHampshire USA,Incomplete,,HR USA,Incomplete,,NewHampshire USA,Incomplete,,NewHampshire USA,Incomplete,,HR USA,Incomplete,,NewHampshire USA,Completed,,HR USA,Incomplete,,HR USA,Incomplete,,HR USA,Incomplete,,NewHampshire USA,Completed,,HR USA,Incomplete,,NewHampshire USA,Completed,,NewHampshire USA,Incomplete,,HR USA,Incomplete,,NewHampshire USA,Incomplete,,HR USA,Incomplete,,NewHampshire USA,Incomplete,,NewHampshire USA,Completed,,HR USA,Completed,,NewHampshire USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William,White,William White,1800313457,williamwhite@buymart.org,749,USA,BM-749-US,2023-01-07 00:00:00+00:00,6265 Leslie Mission,M,48,Utah,Branch Worker,Andrew Johnson,HumanResources,Staff,Amanda Castillo,,,,66.67,Completed,,Utah USA,Completed,,Utah USA,Incomplete,,Utah USA,Completed,,HR USA,Incomplete,,HR USA,Incomplete,,HR USA,Completed,,HR USA,Completed,,Utah USA,Completed,,HR USA,Completed,,Utah USA,Completed,,HumanResources USA,Completed,,HR USA,Completed,,Utah USA,Incomplete,,HumanResources USA,Incomplete,,HumanResources USA,Completed,,Utah USA,Incomplete,,HumanResources USA,Completed,,Utah USA,Completed,,HR USA,Completed,,HR USA,Incomplete,,HumanResources USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xavier,Baker,Xavier Baker,1800122291,xavierbaker@buymart.org,750,USA,BM-750-US,2023-01-07 00:00:00+00:00,01352 Carter Islands Apt. 207,M,44,Washington,Branch Worker,Anthony Jacobs,Product,Staff,Andrew Johns,done,,,33.33,Incomplete,,Washington USA,Incomplete,,Washington USA,Incomplete,,HR USA,Completed,,Product USA,Incomplete,,Washington USA,Incomplete,,HR USA,Incomplete,,HR USA,Completed,,HR USA,Incomplete,,Washington USA,Completed,,HR USA,Incomplete,,Washington USA,Completed,,Product USA,Incomplete,,Product USA,Completed,,Washington USA,Completed,,Product USA,Incomplete,,Product USA,Incomplete,,HR USA,Incomplete,,Washington USA,Incomplete,,HR USA,Completed,,Product USA,Completed,,Washington USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xavier,Kirk,Xavier Kirk,1800447176,xavierkirk@buymart.org,751,USA,BM-751-US,2023-01-07 00:00:00+00:00,58877 Malik Views,M,25,NorthCarolina,Branch Worker,Daniel Davis,Marketing,Staff,Anthony Soto,,,,55.56,Completed,,Marketing USA,Completed,,HR USA,Incomplete,,NorthCarolina USA,Incomplete,,NorthCarolina USA,Completed,,NorthCarolina USA,Completed,,NorthCarolina USA,Completed,,NorthCarolina USA,Incomplete,,HR USA,Incomplete,,HR USA,Incomplete,,Marketing USA,Completed,,Marketing USA,Incomplete,,NorthCarolina USA,Completed,,HR USA,Completed,,Marketing USA,Incomplete,,NorthCarolina USA,Completed,,HR USA,Incomplete,,Marketing USA,Completed,,HR USA,Completed,,NorthCarolina USA,Incomplete,,NorthCarolina USA,Completed,,Marketing USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yvonne,Davis,Yvonne Davis,1800169718,yvonnedavis@buymart.org,752,USA,BM-752-US,2023-01-07 00:00:00+00:00,1471 Knapp Unions,F,35,Louisiana,Branch Worker,Eric Brock,CustomerService,Staff,Amanda Rogers,done,,,44.44,Completed,,HR USA,Incomplete,,Louisiana USA,Incomplete,,HR USA,Completed,,CustomerService USA,Completed,,Louisiana USA,Completed,,HR USA,Completed,,HR USA,Completed,,HR USA,Incomplete,,HR USA,Incomplete,,Louisiana USA,Incomplete,,Louisiana USA,Completed,,Louisiana USA,Incomplete,,HR USA,Completed,,HR USA,Incomplete,,HR USA,Incomplete,,CustomerService USA,Incomplete,,CustomerService USA,Incomplete,,Louisiana USA,Completed,,HR USA,Completed,,Louisiana USA,Completed,,HR USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zachary,Alexander,Zachary Alexander,1800125314,zacharyalexander@buymart.org,753,USA,BM-753-US,2023-01-07 00:00:00+00:00,3810 Sharon Fields,M,25,Pennsylvania,Branch Worker,Alexis Hill,Technology,Staff,Alexander Page,done,,,50.0,Incomplete,,HR USA,Completed,,Technology USA,Incomplete,,HR USA,Incomplete,,HR USA,Completed,,Technology USA,Incomplete,,Technology USA,Incomplete,,HR USA,Completed,,HR USA,Completed,,HR USA,Incomplete,,Pennsylvania USA,Completed,,Pennsylvania USA,Incomplete,,HR USA,Incomplete,,Pennsylvania USA,Completed,,Technology USA,Completed,,HR USA,Completed,,Pennsylvania USA,Incomplete,,Technology USA,Completed,,Technology USA,Incomplete,,HR USA,Incomplete,,HR USA,Completed,,Technology USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zachary,Bright,Zachary Bright,1800931745,zacharybright@buymart.org,754,USA,BM-754-US,2023-01-07 00:00:00+00:00,54943 Steven Gardens Apt. 450,M,29,California,Branch Worker,Alicia Jenkins,Marketing,Staff,Anthony Soto,done,,,44.44,Incomplete,,Marketing USA,Completed,,HR USA,Incomplete,,California USA,Completed,,California USA,Incomplete,,HR USA,Completed,,Marketing USA,Incomplete,,Marketing USA,Incomplete,,HR USA,Incomplete,,California USA,Completed,,California USA,Completed,,California USA,Completed,,California USA,Completed,,HR USA,Incomplete,,California USA,Incomplete,,HR USA,Incomplete,,Marketing USA,Incomplete,,California USA,Completed,,HR USA,Incomplete,,Marketing USA,Completed,,California USA,Incomplete,,California USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carla,Parker,Carla Parker,1800488307,carlaparker@buymart.org,755,USA,BM-755-US,2023-01-08 00:00:00+00:00,3777 Johnson Drives Apt. 557,F,35,Ohio,Branch Worker,Andrea Booth,DataAnalyst,Staff,Allison Arnold,,,,61.11,Incomplete,,Ohio USA,Completed,,Ohio USA,Completed,,DataAnalyst USA,Completed,,Ohio USA,Incomplete,,HR USA,Completed,,HR USA,Completed,,HR USA,Incomplete,,Ohio USA,Completed,,DataAnalyst USA,Incomplete,,DataAnalyst USA,Completed,,DataAnalyst USA,Incomplete,,Ohio USA,Incomplete,,Ohio USA,Incomplete,,Ohio USA,Completed,,DataAnalyst USA,Completed,,Ohio USA,Incomplete,,HR USA,Completed,,Ohio USA,Completed,,HR USA,Incomplete,,Ohio USA,Incomplete,,Ohio USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cindy,Griffin,Cindy Griffin,1800551596,cindygriffin@buymart.org,756,USA,BM-756-US,2023-01-08 00:00:00+00:00,23640 Xavier Place Apt. 635,F,33,California,Branch Worker,Alicia Jenkins,Product,Staff,Andrew Johns,,,,38.89,Incomplete,,HR USA,Incomplete,,Product USA,Incomplete,,California USA,Incomplete,,Product USA,Completed,,Product USA,Completed,,HR USA,Incomplete,,Product USA,Completed,,California USA,Incomplete,,HR USA,Incomplete,,HR USA,Completed,,Product USA,Incomplete,,Product USA,Completed,,California USA,Incomplete,,Product USA,Incomplete,,California USA,Completed,,California USA,Completed,,California USA,Incomplete,,Product USA,Incomplete,,Product USA,Incomplete,,Product USA,Incomplete,,Product USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edward,Murray,Edward Murray,1800241142,edwardmurray@buymart.org,757,USA,BM-757-US,2023-01-08 00:00:00+00:00,71812 Nancy Spring Apt. 053,M,26,Oregon,Branch Worker,Alexa Davis,CustomerService,Staff,Amanda Rogers,,,,44.44,Completed,,Oregon USA,Completed,,Oregon USA,Completed,,CustomerService USA,Completed,,CustomerService USA,Incomplete,,Oregon USA,Incomplete,,HR USA,Incomplete,,CustomerService USA,Incomplete,,HR USA,Incomplete,,CustomerService USA,Incomplete,,Oregon USA,Incomplete,,HR USA,Incomplete,,CustomerService USA,Completed,,HR USA,Completed,,HR USA,Completed,,HR USA,Incomplete,,Oregon USA,Completed,,HR USA,Completed,,Oregon USA,Incomplete,,CustomerService USA,Incomplete,,CustomerService USA,Completed,,HR USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunter,Brown,Hunter Brown,1800329608,hunterbrown@buymart.org,758,USA,BM-758-US,2023-01-08 00:00:00+00:00,09553 Pierce Ramp,M,31,Massachusetts,Branch Worker,Crystal Barnes,Marketing,Staff,Anthony Soto,,,,77.78,Completed,,HR USA,Completed,,Massachusetts USA,Incomplete,,Marketing USA,Completed,,Marketing USA,Incomplete,,Marketing USA,Completed,,Marketing USA,Completed,,Massachusetts USA,Completed,,HR USA,Completed,,HR USA,Completed,,Massachusetts USA,Completed,,Massachusetts USA,Completed,,Massachusetts USA,Incomplete,,Marketing USA,Completed,,Massachusetts USA,Incomplete,,Marketing USA,Completed,,Marketing USA,Completed,,HR USA,Completed,,Massachusetts USA,Completed,,Massachusetts USA,Completed,,Massachusetts USA,Completed,,Massachusetts USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jennifer,Moore,Jennifer Moore,1800758635,jennifermoore@buymart.org,759,USA,BM-759-US,2023-01-08 00:00:00+00:00,2557 Tracy Manor,F,45,SouthCarolina,Branch Worker,Dana Cruz,Technology,Staff,Alexander Page,done,,,55.56,Incomplete,,HR USA,Completed,,Technology USA,Completed,,Technology USA,Incomplete,,SouthCarolina USA,Incomplete,,SouthCarolina USA,Incomplete,,SouthCarolina USA,Incomplete,,SouthCarolina USA,Completed,,Technology USA,Completed,,SouthCarolina USA,Completed,,SouthCarolina USA,Incomplete,,HR USA,Completed,,Technology USA,Completed,,HR USA,Completed,,SouthCarolina USA,Incomplete,,HR USA,Completed,,SouthCarolina USA,Incomplete,,HR USA,Completed,,Technology USA,Incomplete,,SouthCarolina USA,Completed,,Technology USA,Completed,,SouthCarolina USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meghan,West,Meghan West,1800284675,meghanwest@buymart.org,760,USA,BM-760-US,2023-01-08 00:00:00+00:00,8627 Samantha Locks Suite 285,F,34,Washington,Branch Worker,Anthony Jacobs,Merchandising,Staff,Brent Lozano,,,,55.56,Incomplete,,Merchandising USA,Incomplete,,Merchandising USA,Completed,,HR USA,Completed,,HR USA,Incomplete,,Washington USA,Incomplete,,HR USA,Completed,,HR USA,Incomplete,,HR USA,Incomplete,,Washington USA,Incomplete,,HR USA,Incomplete,,Merchandising USA,Completed,,Washington USA,Completed,,HR USA,Completed,,Washington USA,Completed,,HR USA,Completed,,Merchandising USA,Completed,,Merchandising USA,Incomplete,,Merchandising USA,Completed,,HR USA,Completed,,Washington USA,Completed,,Washington USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nancy,Booth,Nancy Booth,1800866714,nancybooth@buymart.org,761,USA,BM-761-US,2023-01-08 00:00:00+00:00,693 Ashley Ranch Apt. 313,F,29,Texas,Branch Worker,Alexander Coleman,HumanResources,Staff,Amanda Castillo,done,,,55.56,Completed,,HR USA,Completed,,HumanResources USA,Incomplete,,HumanResources USA,Incomplete,,HumanResources USA,Incomplete,,Texas USA,Completed,,Texas USA,Completed,,Texas USA,Incomplete,,HR USA,Completed,,HumanResources USA,Incomplete,,HumanResources USA,Completed,,HR USA,Completed,,Texas USA,Incomplete,,HumanResources USA,Completed,,Texas USA,Incomplete,,HumanResources USA,Incomplete,,HumanResources USA,Completed,,HR USA,Completed,,HumanResources USA,Completed,,Texas USA,Completed,,Texas USA,Completed,,Texas USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul,Allison,Paul Allison,1800709978,paulallison@buymart.org,762,USA,BM-762-US,2023-01-08 00:00:00+00:00,515 Garcia Freeway,M,54,Florida,Branch Worker,Anna Ellis,Product,Staff,Andrew Johns,,,,22.22,Completed,,Product USA,Incomplete,,HR USA,Completed,,HR USA,Completed,,Florida USA,Completed,,HR USA,Incomplete,,Florida USA,Incomplete,,Florida USA,Incomplete,,HR USA,Incomplete,,Florida USA,Incomplete,,Florida USA,Incomplete,,Florida USA,Incomplete,,Product USA,Incomplete,,Product USA,Incomplete,,Florida USA,Incomplete,,HR USA,Incomplete,,Product USA,Completed,,HR USA,Incomplete,,HR USA,Incomplete,,Florida USA,Incomplete,,Product USA,Incomplete,,Florida USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhonda,Morales,Rhonda Morales,1800573888,rhondamorales@buymart.org,763,USA,BM-763-US,2023-01-08 00:00:00+00:00,32323 Brown Route,F,36,Missouri,Branch Worker,Hannah Kennedy,UserExperience,Staff,Abigail Johnson,,,,61.11,Completed,,HR USA,Incomplete,,HR USA,Completed,,Missouri USA,Incomplete,,HR USA,Completed,,HR USA,Completed,,HR USA,Completed,,UserExperience USA,Completed,,Missouri USA,Completed,,HR USA,Incomplete,,Missouri USA,Completed,,UserExperience USA,Incomplete,,HR USA,Completed,,UserExperience USA,Incomplete,,UserExperience USA,Completed,,HR USA,Incomplete,,UserExperience USA,Completed,,UserExperience USA,Incomplete,,HR USA,Completed,,UserExperience USA,Incomplete,,HR USA,Incomplete,,UserExperience USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert,Williams,Robert Williams,1800536450,robertwilliams@buymart.org,764,USA,BM-764-US,2023-01-08 00:00:00+00:00,465 Swanson Track Suite 935,M,36,Virginia,Branch Worker,Alyssa Jackson,DataAnalyst,Staff,Allison Arnold,,,,33.33,Completed,,HR USA,Incomplete,,Virginia USA,Completed,,DataAnalyst USA,Incomplete,,DataAnalyst USA,Incomplete,,HR USA,Incomplete,,Virginia USA,Incomplete,,HR USA,Completed,,HR USA,Completed,,DataAnalyst USA,Incomplete,,Virginia USA,Incomplete,,DataAnalyst USA,Incomplete,,HR USA,Completed,,DataAnalyst USA,Completed,,HR USA,Completed,,DataAnalyst USA,Incomplete,,Virginia USA,Incomplete,,Virginia USA,Incomplete,,Virginia USA,Incomplete,,HR USA,Incomplete,,HR USA,Completed,,HR USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexandra,Barnes,Alexandra Barnes,1800671347,alexandrabarnes@buymart.org,765,USA,BM-765-US,2023-01-15 00:00:00+00:00,1421 Moore Terrace Apt. 879,F,51,California,Branch Worker,Alicia Jenkins,UserExperience,Staff,Abigail Johnson,done,,,23.53,Completed,,UserExperience USA,Incomplete,,UserExperience USA,Incomplete,,California USA,Incomplete,,HR USA,Incomplete,,UserExperience USA,Incomplete,,HR USA,Incomplete,,California USA,Incomplete,,UserExperience USA,Incomplete,,UserExperience USA,Incomplete,,California USA,Completed,,UserExperience USA,Incomplete,,California USA,Completed,,California USA,Incomplete,,California USA,Completed,,HR USA,Completed,,UserExperience USA,Incomplete,,UserExperience USA,Incomplete,,UserExperience USA,Incomplete,,California USA,Incomplete,,California USA,Incomplete,,California USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amanda,Hall,Amanda Hall,1800150461,amandahall@buymart.org,766,USA,BM-766-US,2023-01-15 00:00:00+00:00,807 David Prairie,F,22,Minnesota,Branch Manager,Amanda Hall,Technology,Staff,Alexander Page,done,done,done,47.06,Completed,,Technology USA,Incomplete,,HR USA,Incomplete,,Technology USA,Completed,,Technology USA,Completed,,Technology USA,Incomplete,,Minnesota USA,Completed,,HR USA,Incomplete,,HR USA,Completed,,Minnesota USA,Incomplete,,Minnesota USA,Incomplete,,Technology USA,Completed,,HR USA,Completed,,HR USA,Incomplete,,Minnesota USA,Completed,,Minnesota USA,Incomplete,,HR USA,Incomplete,,HR USA,Incomplete,,HR USA,Completed,,HR USA,Completed,,HR USA,Incomplete,,Minnesota USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew,Walker,Andrew Walker,1800387370,andrewwalker@buymart.org,767,USA,BM-767-US,2023-01-15 00:00:00+00:00,29110 Moon Cape,M,36,Minnesota,Branch Worker,Amanda Hall,CustomerService,Staff,Amanda Rogers,done,,,47.06,Incomplete,,CustomerService USA,Incomplete,,Minnesota USA,Completed,,Minnesota USA,Completed,,Minnesota USA,Incomplete,,HR USA,Incomplete,,CustomerService USA,Incomplete,,HR USA,Completed,,HR USA,Incomplete,,Minnesota USA,Incomplete,,HR USA,Incomplete,,CustomerService USA,Completed,,HR USA,Completed,,HR USA,Completed,,HR USA,Incomplete,,HR USA,Completed,,HR USA,Completed,,CustomerService USA,Incomplete,,Minnesota USA,Incomplete,,HR USA,Completed,,HR USA,Completed,,HR USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
